term,category,shape,n_words,family,operator,variant,outcome,exact,output,mozhi_edits
network segmentation,security,phrase,2,synthetic,vowel_swap,network sogmentation,recovered,yes,please check the network segmentation now,network sogmentation -> network segmentation
network segmentation,security,phrase,2,synthetic,consonant_swap,network sekmentation,recovered,yes,please check the network segmentation now,network sekmentation -> network segmentation
microsegmentation,security,single_word,1,canonical,canonical,microsegmentation,recovered,yes,please check the microsegmentation now,
microsegmentation,security,single_word,1,synthetic,vowel_swap,microsugmentation,recovered,yes,please check the microsegmentation now,microsugmentation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,consonant_swap,microsegmentadion,recovered,yes,please check the microsegmentation now,microsegmentadion -> microsegmentation
microsegmentation,security,single_word,1,synthetic,double_consonant,microsegmenttation,recovered,yes,please check the microsegmentation now,microsegmenttation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,drop_last,microsegmentatio,recovered,yes,please check the microsegmentation now,microsegmentatio -> microsegmentation
microsegmentation,security,single_word,1,synthetic,respell,mycrosegmentation,recovered,yes,please check the microsegmentation now,mycrosegmentation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,split_word,microse gmentation,recovered,yes,please check the microsegmentation now,microse gmentation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,vowel_swap,mecrosegmentation,recovered,yes,please check the microsegmentation now,mecrosegmentation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,consonant_swap,nicrosegmentation,recovered,yes,please check the microsegmentation now,nicrosegmentation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,double_consonant,microsegmmentation,recovered,yes,please check the microsegmentation now,microsegmmentation -> microsegmentation
microsegmentation,security,single_word,1,synthetic,respell,microsegmentatyon,recovered,yes,please check the microsegmentation now,microsegmentatyon -> microsegmentation
defense in depth,security,phrase,3,canonical,canonical,defense in depth,recovered,yes,please check the defense in depth now,
defense in depth,security,phrase,3,synthetic,vowel_swap,defense in dopth,recovered,yes,please check the defense in depth now,defense in dopth -> defense in depth
defense in depth,security,phrase,3,synthetic,consonant_swap,defenze in depth,recovered,yes,please check the defense in depth now,defenze in depth -> defense in depth
defense in depth,security,phrase,3,synthetic,double_consonant,defennse in depth,recovered,yes,please check the defense in depth now,defennse in depth -> defense in depth
defense in depth,security,phrase,3,synthetic,drop_last,defense in dept,recovered,yes,please check the defense in depth now,defense in dept -> defense in depth
defense in depth,security,phrase,3,synthetic,respell,defence in depth,recovered,yes,please check the defense in depth now,defence in depth -> defense in depth
defense in depth,security,phrase,3,synthetic,split_word,def ense in depth,missed,no,please check the def ense in depth now,
defense in depth,security,phrase,3,synthetic,merge_words,defensein depth,garbled,no,please check the defense in depth,defensein depth now -> defense in depth
defense in depth,security,phrase,3,synthetic,swap_words,in defense depth,recovered,yes,please check the defense in depth now,in defense depth -> defense in depth
defense in depth,security,phrase,3,synthetic,drop_filler,defense depth,garbled,no,please check the defense in depth,defense depth now -> defense in depth
defense in depth,security,phrase,3,synthetic,vowel_swap,dofense in depth,missed,no,please check the dofense in depth now,
honeypot,security,single_word,1,canonical,canonical,honeypot,recovered,yes,please check the honeypot now,
honeypot,security,single_word,1,synthetic,vowel_swap,heneypot,recovered,yes,please check the honeypot now,heneypot -> honeypot
honeypot,security,single_word,1,synthetic,consonant_swap,honeypod,recovered,yes,please check the honeypot now,honeypod -> honeypot
honeypot,security,single_word,1,synthetic,double_consonant,honneypot,recovered,yes,please check the honeypot now,honneypot -> honeypot
honeypot,security,single_word,1,synthetic,drop_last,honeypo,recovered,yes,please check the honeypot now,honeypo -> honeypot
honeypot,security,single_word,1,synthetic,respell,honeipot,recovered,yes,please check the honeypot now,honeipot -> honeypot
honeypot,security,single_word,1,synthetic,split_word,hone ypot,recovered,yes,please check the honeypot now,hone ypot -> honeypot
honeypot,security,single_word,1,synthetic,vowel_swap,honeyput,recovered,yes,please check the honeypot now,honeyput -> honeypot
honeypot,security,single_word,1,synthetic,consonant_swap,honeybot,recovered,yes,please check the honeypot now,honeybot -> honeypot
honeypot,security,single_word,1,synthetic,double_consonant,honeyppot,recovered,yes,please check the honeypot now,honeyppot -> honeypot
honeypot,security,single_word,1,synthetic,split_word,honey pot,recovered,yes,please check the honeypot now,honey pot -> honeypot
honeynet,security,single_word,1,canonical,canonical,honeynet,recovered,yes,please check the honeynet now,
honeynet,security,single_word,1,synthetic,vowel_swap,honuynet,recovered,yes,please check the honeynet now,honuynet -> honeynet
honeynet,security,single_word,1,synthetic,consonant_swap,homeynet,missed,no,please check the homeynet now,
honeynet,security,single_word,1,synthetic,double_consonant,honeynnet,recovered,yes,please check the honeynet now,honeynnet -> honeynet
honeynet,security,single_word,1,synthetic,drop_last,honeyne,recovered,yes,please check the honeynet now,honeyne -> honeynet
honeynet,security,single_word,1,synthetic,respell,honeinet,recovered,yes,please check the honeynet now,honeinet -> honeynet
honeynet,security,single_word,1,synthetic,split_word,hone ynet,recovered,yes,please check the honeynet now,hone ynet -> honeynet
honeynet,security,single_word,1,synthetic,vowel_swap,hineynet,recovered,yes,please check the honeynet now,hineynet -> honeynet
honeynet,security,single_word,1,synthetic,consonant_swap,honeyned,recovered,yes,please check the honeynet now,honeyned -> honeynet
honeynet,security,single_word,1,synthetic,double_consonant,honneynet,recovered,yes,please check the honeynet now,honneynet -> honeynet
honeynet,security,single_word,1,synthetic,split_word,honey net,recovered,yes,please check the honeynet now,honey net -> honeynet
sandboxing,security,single_word,1,canonical,canonical,sandboxing,recovered,yes,please check the sandboxing now,
sandboxing,security,single_word,1,synthetic,vowel_swap,sandbexing,recovered,yes,please check the sandboxing now,sandbexing -> sandboxing
sandboxing,security,single_word,1,synthetic,consonant_swap,zandboxing,recovered,yes,please check the sandboxing now,zandboxing -> sandboxing
sandboxing,security,single_word,1,synthetic,double_consonant,sandboxinng,recovered,yes,please check the sandboxing now,sandboxinng -> sandboxing
sandboxing,security,single_word,1,synthetic,drop_last,sandboxin,recovered,yes,please check the sandboxing now,sandboxin -> sandboxing
sandboxing,security,single_word,1,synthetic,respell,sandboxyng,recovered,yes,please check the sandboxing now,sandboxyng -> sandboxing
sandboxing,security,single_word,1,synthetic,split_word,sandbo xing,recovered,yes,please check the sandboxing now,sandbo xing -> sandboxing
sandboxing,security,single_word,1,synthetic,vowel_swap,sendboxing,recovered,yes,please check the sandboxing now,sendboxing -> sandboxing
sandboxing,security,single_word,1,synthetic,consonant_swap,samdboxing,recovered,yes,please check the sandboxing now,samdboxing -> sandboxing
sandboxing,security,single_word,1,synthetic,double_consonant,sanndboxing,recovered,yes,please check the sandboxing now,sanndboxing -> sandboxing
sandboxing,security,single_word,1,synthetic,split_word,sandb oxing,recovered,yes,please check the sandboxing now,sandb oxing -> sandboxing
ransomware,security,single_word,1,canonical,canonical,ransomware,recovered,yes,please check the ransomware now,
ransomware,security,single_word,1,synthetic,vowel_swap,rensomware,recovered,yes,please check the ransomware now,rensomware -> ransomware
ransomware,security,single_word,1,synthetic,consonant_swap,ransonware,recovered,yes,please check the ransomware now,ransonware -> ransomware
ransomware,security,single_word,1,synthetic,double_consonant,ransomwarre,recovered,yes,please check the ransomware now,ransomwarre -> ransomware
ransomware,security,single_word,1,synthetic,drop_last,ransomwar,recovered,yes,please check the ransomware now,ransomwar -> ransomware
ransomware,security,single_word,1,synthetic,split_word,ransom ware,recovered,yes,please check the ransomware now,ransom ware -> ransomware
ransomware,security,single_word,1,synthetic,vowel_swap,ransamware,recovered,yes,please check the ransomware now,ransamware -> ransomware
ransomware,security,single_word,1,synthetic,consonant_swap,lansomware,recovered,yes,please check the ransomware now,lansomware -> ransomware
ransomware,security,single_word,1,synthetic,double_consonant,rannsomware,recovered,yes,please check the ransomware now,rannsomware -> ransomware
ransomware,security,single_word,1,synthetic,split_word,ranso mware,recovered,yes,please check the ransomware now,ranso mware -> ransomware
ransomware,security,single_word,1,synthetic,vowel_swap,ransomwara,recovered,yes,please check the ransomware now,ransomwara -> ransomware
rootkit,security,single_word,1,canonical,canonical,rootkit,recovered,yes,please check the rootkit now,
rootkit,security,single_word,1,synthetic,vowel_swap,roetkit,recovered,yes,please check the rootkit now,roetkit -> rootkit
rootkit,security,single_word,1,synthetic,consonant_swap,roodkit,recovered,yes,please check the rootkit now,roodkit -> rootkit
rootkit,security,single_word,1,synthetic,double_consonant,rotkit,recovered,yes,please check the rootkit now,rotkit -> rootkit
rootkit,security,single_word,1,synthetic,drop_last,rootki,recovered,yes,please check the rootkit now,rootki -> rootkit
rootkit,security,single_word,1,synthetic,respell,rootkyt,recovered,yes,please check the rootkit now,rootkyt -> rootkit
rootkit,security,single_word,1,synthetic,split_word,roo tkit,recovered,yes,please check the rootkit now,roo tkit -> rootkit
rootkit,security,single_word,1,synthetic,vowel_swap,rootkot,recovered,yes,please check the rootkit now,rootkot -> rootkit
rootkit,security,single_word,1,synthetic,consonant_swap,rootgit,recovered,yes,please check the rootkit now,rootgit -> rootkit
rootkit,security,single_word,1,synthetic,double_consonant,rootkkit,recovered,yes,please check the rootkit now,rootkkit -> rootkit
rootkit,security,single_word,1,synthetic,split_word,root kit,recovered,yes,please check the rootkit now,root kit -> rootkit
bootkit,security,single_word,1,canonical,canonical,bootkit,recovered,yes,please check the bootkit now,
bootkit,security,single_word,1,synthetic,vowel_swap,boitkit,recovered,yes,please check the bootkit now,boitkit -> bootkit
bootkit,security,single_word,1,synthetic,consonant_swap,pootkit,missed,no,please check the pootkit now,
bootkit,security,single_word,1,synthetic,double_consonant,bootkkit,recovered,yes,please check the bootkit now,bootkkit -> bootkit
bootkit,security,single_word,1,synthetic,drop_last,bootki,recovered,yes,please check the bootkit now,bootki -> bootkit
bootkit,security,single_word,1,synthetic,respell,bootkyt,recovered,yes,please check the bootkit now,bootkyt -> bootkit
bootkit,security,single_word,1,synthetic,split_word,boo tkit,recovered,yes,please check the bootkit now,boo tkit -> bootkit
bootkit,security,single_word,1,synthetic,vowel_swap,buotkit,recovered,yes,please check the bootkit now,buotkit -> bootkit
bootkit,security,single_word,1,synthetic,consonant_swap,boodkit,recovered,yes,please check the bootkit now,boodkit -> bootkit
bootkit,security,single_word,1,synthetic,double_consonant,boottkit,recovered,yes,please check the bootkit now,boottkit -> bootkit
bootkit,security,single_word,1,synthetic,split_word,boot kit,recovered,yes,please check the bootkit now,boot kit -> bootkit
keylogger,security,single_word,1,canonical,canonical,keylogger,recovered,yes,please check the keylogger now,
keylogger,security,single_word,1,synthetic,vowel_swap,keylugger,recovered,yes,please check the keylogger now,keylugger -> keylogger
keylogger,security,single_word,1,synthetic,consonant_swap,geylogger,missed,no,please check the geylogger now,
keylogger,security,single_word,1,synthetic,double_consonant,keyloger,recovered,yes,please check the keylogger now,keyloger -> keylogger
keylogger,security,single_word,1,synthetic,drop_last,keylogge,recovered,yes,please check the keylogger now,keylogge -> keylogger
keylogger,security,single_word,1,synthetic,respell,keilogger,recovered,yes,please check the keylogger now,keilogger -> keylogger
keylogger,security,single_word,1,synthetic,split_word,key logger,recovered,yes,please check the keylogger now,key logger -> keylogger
keylogger,security,single_word,1,synthetic,vowel_swap,keyloggar,recovered,yes,please check the keylogger now,keyloggar -> keylogger
keylogger,security,single_word,1,synthetic,consonant_swap,keyloggel,recovered,yes,please check the keylogger now,keyloggel -> keylogger
keylogger,security,single_word,1,synthetic,double_consonant,keyllogger,recovered,yes,please check the keylogger now,keyllogger -> keylogger
keylogger,security,single_word,1,synthetic,split_word,keyl ogger,recovered,yes,please check the keylogger now,keyl ogger -> keylogger
botnet,security,single_word,1,canonical,canonical,botnet,recovered,yes,please check the botnet now,
botnet,security,single_word,1,synthetic,vowel_swap,botnit,recovered,yes,please check the botnet now,botnit -> botnet
botnet,security,single_word,1,synthetic,consonant_swap,bodnet,recovered,yes,please check the botnet now,bodnet -> botnet
botnet,security,single_word,1,synthetic,double_consonant,bottnet,recovered,yes,please check the botnet now,bottnet -> botnet
botnet,security,single_word,1,synthetic,drop_last,botne,recovered,yes,please check the botnet now,botne -> botnet
botnet,security,single_word,1,synthetic,vowel_swap,batnet,recovered,yes,please check the botnet now,batnet -> botnet
botnet,security,single_word,1,synthetic,consonant_swap,potnet,missed,no,please check the potnet now,
botnet,security,single_word,1,synthetic,double_consonant,botnnet,recovered,yes,please check the botnet now,botnnet -> botnet
botnet,security,single_word,1,synthetic,vowel_swap,bitnet,recovered,yes,please check the botnet now,bitnet -> botnet
botnet,security,single_word,1,synthetic,consonant_swap,botned,recovered,yes,please check the botnet now,botned -> botnet
botnet,security,single_word,1,synthetic,vowel_swap,botnot,recovered,yes,please check the botnet now,botnot -> botnet
command and control,security,phrase,3,canonical,canonical,command and control,recovered,yes,please check the command and control now,
command and control,security,phrase,3,synthetic,vowel_swap,command and contrel,recovered,yes,please check the command and control now,command and contrel -> command and control
command and control,security,phrase,3,synthetic,consonant_swap,command and comtrol,recovered,yes,please check the command and control now,command and comtrol -> command and control
command and control,security,phrase,3,synthetic,double_consonant,commannd and control,recovered,yes,please check the command and control now,commannd and control -> command and control
command and control,security,phrase,3,synthetic,drop_last,comman and control,recovered,yes,please check the command and control now,comman and control -> command and control
command and control,security,phrase,3,synthetic,split_word,command and con trol,recovered,yes,please check the command and control now,command and con trol -> command and control
command and control,security,phrase,3,synthetic,merge_words,command andcontrol,missed,no,please check the command andcontrol now,
command and control,security,phrase,3,synthetic,swap_words,command control and,recovered,yes,please check the command and control now,command control and -> command and control
command and control,security,phrase,3,synthetic,drop_filler,command control,missed,no,please check the command control now,
command and control,security,phrase,3,synthetic,vowel_swap,commond and control,recovered,yes,please check the command and control now,commond and control -> command and control
command and control,security,phrase,3,synthetic,consonant_swap,conmand and control,recovered,yes,please check the command and control now,conmand and control -> command and control
C2,security,acronym_digits,1,canonical,canonical,C2,recovered,yes,please check the C2 now,
C2,security,acronym_digits,1,synthetic,spoken_digits,c two,missed,no,please check the c two now,
C2,security,acronym_digits,1,synthetic,spoken_digits_spelled,see two,missed,no,please check the see two now,
living off the land,security,phrase,4,canonical,canonical,living off the land,recovered,yes,please check the living off the land now,
living off the land,security,phrase,4,synthetic,vowel_swap,livung off the land,garbled,no,please check the living off the land LAN now,livung off the -> living off the land; land -> LAN
living off the land,security,phrase,4,synthetic,consonant_swap,living off the rand,garbled,no,please check the living off the land rand now,living off the -> living off the land
living off the land,security,phrase,4,synthetic,double_consonant,livving off the land,garbled,no,please check the living off the land LAN now,livving off the -> living off the land; land -> LAN
living off the land,security,phrase,4,synthetic,drop_last,livin off the land,garbled,no,please check the living off the land LAN now,livin off the -> living off the land; land -> LAN
living off the land,security,phrase,4,synthetic,add_suffix,living off the landt,recovered,yes,please check the living off the land now,living off the landt -> living off the land
living off the land,security,phrase,4,synthetic,respell,lyving off the land,recovered,yes,please check the living off the land now,lyving off the land -> living off the land
living off the land,security,phrase,4,synthetic,merge_words,livingoff the land,recovered,yes,please check the living off the land now,livingoff the land -> living off the land
living off the land,security,phrase,4,synthetic,swap_words,off living the land,recovered,yes,please check the living off the land now,off living the land -> living off the land
living off the land,security,phrase,4,synthetic,drop_filler,living off land,garbled,no,please check living off the land now,the living off land -> living off the land
living off the land,security,phrase,4,synthetic,vowel_swap,livong off the land,recovered,yes,please check the living off the land now,livong off the land -> living off the land
LOTL,security,acronym,1,canonical,canonical,LOTL,recovered,yes,please check the LOTL now,
LOTL,security,acronym,1,spelled,spelled,el oh tea el,recovered,yes,please check the LOTL now,el oh tea el -> LOTL
LOTL,security,acronym,1,spelled,spelled_alt,ell owe te ell,recovered,yes,please check the LOTL now,ell owe te ell -> LOTL
LOTL,security,acronym,1,synthetic,vowel_swap,lutl,recovered,yes,please check the LOTL now,lutl -> LOTL
LOTL,security,acronym,1,synthetic,consonant_swap,rotl,missed,no,please check the rotl now,
LOTL,security,acronym,1,synthetic,double_consonant,lottl,recovered,yes,please check the LOTL now,lottl -> LOTL
LOTL,security,acronym,1,synthetic,add_suffix,lotld,recovered,yes,please check the LOTL now,lotld -> LOTL
LOTL,security,acronym,1,synthetic,vowel_swap,latl,recovered,yes,please check the LOTL now,latl -> LOTL
LOTL,security,acronym,1,synthetic,consonant_swap,lotr,missed,no,please check the lotr now,
LOTL,security,acronym,1,synthetic,add_suffix,lotlt,recovered,yes,please check the LOTL now,lotlt -> LOTL
LOTL,security,acronym,1,synthetic,vowel_swap,letl,recovered,yes,please check the LOTL now,letl -> LOTL
LOTL,security,acronym,1,synthetic,consonant_swap,lodl,recovered,yes,please check the LOTL now,lodl -> LOTL
LOTL,security,acronym,1,synthetic,vowel_swap,litl,recovered,yes,please check the LOTL now,litl -> LOTL
spear phishing,security,phrase,2,canonical,canonical,spear phishing,recovered,yes,please check the spear phishing now,
spear phishing,security,phrase,2,synthetic,vowel_swap,spear phoshing,recovered,yes,please check the spear phishing now,spear phoshing -> spear phishing
spear phishing,security,phrase,2,synthetic,consonant_swap,spear phishink,recovered,yes,please check the spear phishing now,spear phishink -> spear phishing
spear phishing,security,phrase,2,synthetic,double_consonant,sppear phishing,missed,no,please check the sppear phishing now,
spear phishing,security,phrase,2,synthetic,drop_last,spear phishin,recovered,yes,please check the spear phishing now,spear phishin -> spear phishing
spear phishing,security,phrase,2,synthetic,respell,spear phishyng,recovered,yes,please check the spear phishing now,spear phishyng -> spear phishing
spear phishing,security,phrase,2,synthetic,split_word,spear phi shing,recovered,yes,please check the spear phishing now,phi shing -> phishing
spear phishing,security,phrase,2,synthetic,merge_words,spearphishing,missed,no,please check the spearphishing now,
spear phishing,security,phrase,2,synthetic,swap_words,phishing spear,missed,no,please check the phishing spear now,
spear phishing,security,phrase,2,synthetic,vowel_swap,spoar phishing,missed,no,please check the spoar phishing now,
spear phishing,security,phrase,2,synthetic,consonant_swap,spear phizhing,recovered,yes,please check the spear phishing now,spear phizhing -> spear phishing
credential stuffing,security,phrase,2,canonical,canonical,credential stuffing,recovered,yes,please check the credential stuffing now,
credential stuffing,security,phrase,2,synthetic,vowel_swap,cradential stuffing,recovered,yes,please check the credential stuffing now,cradential stuffing -> credential stuffing
credential stuffing,security,phrase,2,synthetic,consonant_swap,cretential stuffing,recovered,yes,please check the credential stuffing now,cretential stuffing -> credential stuffing
credential stuffing,security,phrase,2,synthetic,double_consonant,credential sttuffing,recovered,yes,please check the credential stuffing now,credential sttuffing -> credential stuffing
credential stuffing,security,phrase,2,synthetic,drop_last,credential stuffin,recovered,yes,please check the credential stuffing now,credential stuffin -> credential stuffing
credential stuffing,security,phrase,2,synthetic,respell,credential stuffyng,recovered,yes,please check the credential stuffing now,credential stuffyng -> credential stuffing
credential stuffing,security,phrase,2,synthetic,split_word,credential stuff ing,wrong,no,please check the credentials stuff ing now,credential -> credentials
credential stuffing,security,phrase,2,synthetic,merge_words,credentialstuffing,recovered,yes,please check the credential stuffing now,credentialstuffing -> credential stuffing
credential stuffing,security,phrase,2,synthetic,swap_words,stuffing credential,wrong,no,please check the stuffing credentials now,credential -> credentials
credential stuffing,security,phrase,2,synthetic,vowel_swap,credential stiffing,recovered,yes,please check the credential stuffing now,credential stiffing -> credential stuffing
credential stuffing,security,phrase,2,synthetic,consonant_swap,credendial stuffing,recovered,yes,please check the credential stuffing now,credendial stuffing -> credential stuffing
password spraying,security,phrase,2,canonical,canonical,password spraying,recovered,yes,please check the password spraying now,
password spraying,security,phrase,2,synthetic,vowel_swap,pessword spraying,recovered,yes,please check the password spraying now,pessword spraying -> password spraying
password spraying,security,phrase,2,synthetic,consonant_swap,password sprayink,recovered,yes,please check the password spraying now,password sprayink -> password spraying
password spraying,security,phrase,2,synthetic,double_consonant,password sppraying,recovered,yes,please check the password spraying now,password sppraying -> password spraying
password spraying,security,phrase,2,synthetic,drop_last,passwor spraying,recovered,yes,please check the password spraying now,passwor spraying -> password spraying
password spraying,security,phrase,2,synthetic,respell,password spraiing,recovered,yes,please check the password spraying now,password spraiing -> password spraying
password spraying,security,phrase,2,synthetic,split_word,pass word spraying,missed,no,please check the pass word spraying now,
password spraying,security,phrase,2,synthetic,merge_words,passwordspraying,recovered,yes,please check the password spraying now,passwordspraying -> password spraying
password spraying,security,phrase,2,synthetic,swap_words,spraying password,missed,no,please check the spraying password now,
password spraying,security,phrase,2,synthetic,vowel_swap,passwird spraying,recovered,yes,please check the password spraying now,passwird spraying -> password spraying
password spraying,security,phrase,2,synthetic,consonant_swap,password zpraying,recovered,yes,please check the password spraying now,password zpraying -> password spraying
pass-the-hash,security,phrase,3,canonical,canonical,pass-the-hash,recovered,yes,please check the pass-the-hash now,
pass-the-hash,security,phrase,3,synthetic,vowel_swap,poss the hash,recovered,yes,please check the pass-the-hash now,poss the hash -> pass-the-hash
pass-the-hash,security,phrase,3,synthetic,consonant_swap,pass the hazh,recovered,yes,please check the pass-the-hash now,pass the hazh -> pass-the-hash
pass-the-hash,security,phrase,3,synthetic,double_consonant,pas the hash,recovered,yes,please check the pass-the-hash now,pas the hash -> pass-the-hash
pass-the-hash,security,phrase,3,synthetic,add_suffix,passt the hash,recovered,yes,please check the pass-the-hash now,passt the hash -> pass-the-hash
pass-the-hash,security,phrase,3,synthetic,merge_words,passthe hash,recovered,yes,please check the pass-the-hash now,passthe hash -> pass-the-hash
pass-the-hash,security,phrase,3,synthetic,swap_words,pass hash the,missed,no,please check the pass hash the now,
pass-the-hash,security,phrase,3,synthetic,drop_filler,pass hash,missed,no,please check the pass hash now,
pass-the-hash,security,phrase,3,synthetic,vowel_swap,pass the hush,recovered,yes,please check the pass-the-hash now,pass the hush -> pass-the-hash
pass-the-hash,security,phrase,3,synthetic,consonant_swap,bass the hash,missed,no,please check the bass the hash now,
pass-the-hash,security,phrase,3,synthetic,double_consonant,pass the hassh,recovered,yes,please check the pass-the-hash now,pass the hassh -> pass-the-hash
pass-the-ticket,security,phrase,3,canonical,canonical,pass-the-ticket,recovered,yes,please check the pass-the-ticket now,
pass-the-ticket,security,phrase,3,synthetic,vowel_swap,pass the tickut,recovered,yes,please check the pass-the-ticket now,pass the tickut -> pass-the-ticket
pass-the-ticket,security,phrase,3,synthetic,consonant_swap,pasz the ticket,missed,no,please check the pasz the ticket now,
pass-the-ticket,security,phrase,3,synthetic,double_consonant,pas the ticket,missed,no,please check the pas the ticket now,
pass-the-ticket,security,phrase,3,synthetic,drop_last,pass the ticke,recovered,yes,please check the pass-the-ticket now,pass the ticke -> pass-the-ticket
pass-the-ticket,security,phrase,3,synthetic,add_suffix,passt the ticket,missed,no,please check the passt the ticket now,
pass-the-ticket,security,phrase,3,synthetic,respell,pass the tycket,recovered,yes,please check the pass-the-ticket now,pass the tycket -> pass-the-ticket
pass-the-ticket,security,phrase,3,synthetic,merge_words,passthe ticket,missed,no,please check the passthe ticket now,
pass-the-ticket,security,phrase,3,synthetic,swap_words,pass ticket the,missed,no,please check the pass ticket the now,
pass-the-ticket,security,phrase,3,synthetic,drop_filler,pass ticket,missed,no,please check the pass ticket now,
pass-the-ticket,security,phrase,3,synthetic,vowel_swap,puss the ticket,missed,no,please check the puss the ticket now,
privilege escalation,security,phrase,2,canonical,canonical,privilege escalation,recovered,yes,please check the privilege escalation now,
privilege escalation,security,phrase,2,synthetic,vowel_swap,privulege escalation,missed,no,please check the privulege escalation now,
privilege escalation,security,phrase,2,synthetic,consonant_swap,privilege escaration,recovered,yes,please check the privilege escalation now,privilege escaration -> privilege escalation
privilege escalation,security,phrase,2,synthetic,double_consonant,privillege escalation,missed,no,please check the privillege escalation now,
privilege escalation,security,phrase,2,synthetic,drop_last,privileg escalation,missed,no,please check the privileg escalation now,
privilege escalation,security,phrase,2,synthetic,respell,privylege escalation,missed,no,please check the privylege escalation now,
privilege escalation,security,phrase,2,synthetic,split_word,pri vilege escalation,missed,no,please check the pri vilege escalation now,
privilege escalation,security,phrase,2,synthetic,merge_words,privilegeescalation,missed,no,please check the privilegeescalation now,
privilege escalation,security,phrase,2,synthetic,swap_words,escalation privilege,missed,no,please check the escalation privilege now,
privilege escalation,security,phrase,2,synthetic,vowel_swap,privilege escalatiin,recovered,yes,please check the privilege escalation now,privilege escalatiin -> privilege escalation
privilege escalation,security,phrase,2,synthetic,consonant_swap,brivilege escalation,missed,no,please check the brivilege escalation now,
lateral movement,security,phrase,2,canonical,canonical,lateral movement,recovered,yes,please check the lateral movement now,
lateral movement,security,phrase,2,synthetic,vowel_swap,lateral movument,recovered,yes,please check the lateral movement now,lateral movument -> lateral movement
lateral movement,security,phrase,2,synthetic,consonant_swap,latelal movement,recovered,yes,please check the lateral movement now,latelal movement -> lateral movement
lateral movement,security,phrase,2,synthetic,double_consonant,lateral movemment,recovered,yes,please check the lateral movement now,lateral movemment -> lateral movement
lateral movement,security,phrase,2,synthetic,drop_last,latera movement,recovered,yes,please check the lateral movement now,latera movement -> lateral movement
lateral movement,security,phrase,2,synthetic,split_word,late ral movement,recovered,yes,please check the lateral movement now,late ral movement -> lateral movement
lateral movement,security,phrase,2,synthetic,merge_words,lateralmovement,recovered,yes,please check the lateral movement now,lateralmovement -> lateral movement
lateral movement,security,phrase,2,synthetic,swap_words,movement lateral,garbled,no,please check the lateral movement,movement lateral now -> lateral movement
lateral movement,security,phrase,2,synthetic,vowel_swap,lateral mivement,recovered,yes,please check the lateral movement now,lateral mivement -> lateral movement
lateral movement,security,phrase,2,synthetic,consonant_swap,rateral movement,missed,no,please check the rateral movement now,
lateral movement,security,phrase,2,synthetic,double_consonant,laterral movement,recovered,yes,please check the lateral movement now,laterral movement -> lateral movement
incident response,security,phrase,2,canonical,canonical,incident response,recovered,yes,please check the incident response now,
incident response,security,phrase,2,synthetic,vowel_swap,incident responsu,recovered,yes,please check the incident response now,incident responsu -> incident response
incident response,security,phrase,2,synthetic,consonant_swap,imcident response,recovered,yes,please check the incident response now,imcident response -> incident response
incident response,security,phrase,2,synthetic,double_consonant,incident ressponse,recovered,yes,please check the incident response now,incident ressponse -> incident response
incident response,security,phrase,2,synthetic,drop_last,inciden response,recovered,yes,please check the incident response now,inciden response -> incident response
incident response,security,phrase,2,synthetic,respell,incydent response,recovered,yes,please check the incident response now,incydent response -> incident response
incident response,security,phrase,2,synthetic,split_word,incident res ponse,recovered,yes,please check the incident response now,incident res ponse -> incident response
incident response,security,phrase,2,synthetic,merge_words,incidentresponse,recovered,yes,please check the incident response now,incidentresponse -> incident response
incident response,security,phrase,2,synthetic,swap_words,response incident,missed,no,please check the response incident now,
incident response,security,phrase,2,synthetic,vowel_swap,incidant response,recovered,yes,please check the incident response now,incidant response -> incident response
incident response,security,phrase,2,synthetic,consonant_swap,incidend response,recovered,yes,please check the incident response now,incidend response -> incident response
incident response plan,security,phrase,3,canonical,canonical,incident response plan,recovered,yes,please check the incident response plan now,
incident response plan,security,phrase,3,synthetic,vowel_swap,incudent response plan,recovered,yes,please check the incident response plan now,incudent response plan -> incident response plan
incident response plan,security,phrase,3,synthetic,consonant_swap,incident response blan,missed,no,please check the incident response blan now,
incident response plan,security,phrase,3,synthetic,double_consonant,incident responnse plan,recovered,yes,please check the incident response plan now,incident responnse -> incident response
incident response plan,security,phrase,3,synthetic,drop_last,inciden response plan,recovered,yes,please check the incident response plan now,inciden response plan -> incident response plan
incident response plan,security,phrase,3,synthetic,add_suffix,incident response pland,missed,no,please check the incident response pland now,
incident response plan,security,phrase,3,synthetic,respell,incident responce plan,recovered,yes,please check the incident response plan now,incident responce plan -> incident response plan
incident response plan,security,phrase,3,synthetic,split_word,inc ident response plan,missed,no,please check the inc ident response plan now,
incident response plan,security,phrase,3,synthetic,merge_words,incidentresponse plan,recovered,yes,please check the incident response plan now,incidentresponse -> incident response
incident response plan,security,phrase,3,synthetic,swap_words,response incident plan,recovered,yes,please check the incident response plan now,response incident plan -> incident response plan
incident response plan,security,phrase,3,synthetic,vowel_swap,incedent response plan,recovered,yes,please check the incident response plan now,incedent response plan -> incident response plan
